id,active,academic_year/id,class_id/id,create_uid/id,create_date,evaluation_type,division_id/id,divisional,write_uid/id,write_date,name,obj_mark,optional_for/id,paper,pass_mark,prac_mark,selection_type,display,subject_id/id,subject_type,subj_mark,description,total_mark,tut_mark,compulsory_for/id,tut_pass,subj_pass,obj_pass,prac_pass,selective_for/id
__export__.education_syllabus_1_3fc7a0e8,True,__export__.education_academic_year_1_19e0b085,__export__.education_class_1_d1a78863,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,BengaliClass 1-2018,0,,,33,0,Compulsory,Bengali,,Theory,80,,100,20,,7,26,0,0,
__export__.education_syllabus_2_561debc3,True,__export__.education_academic_year_1_19e0b085,__export__.education_class_1_d1a78863,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,EnglishClass 1-2018,0,,,33,0,Compulsory,English,,Theory,80,,100,20,,7,26,0,0,
__export__.education_syllabus_3_c6299c13,True,__export__.education_academic_year_1_19e0b085,__export__.education_class_1_d1a78863,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,MathematicsClass 1-2018,0,,,33,0,Compulsory,Mathematics,,Theory,80,,100,20,,7,26,0,0,
__export__.education_syllabus_4_0ad1376c,True,__export__.education_academic_year_1_19e0b085,__export__.education_class_1_d1a78863,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Moral EducationClass 1-2018,0,,,33,0,Compulsory,Moral Education,,Theory,80,,100,20,,7,26,0,0,
__export__.education_syllabus_5_f1dd4938,True,__export__.education_academic_year_1_19e0b085,__export__.education_class_1_d1a78863,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,ScienceClass 1-2018,0,,,33,0,Compulsory,Science,,Theory,80,,100,20,,7,26,0,0,
__export__.education_syllabus_6_71b06156,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Bangla-1stSSC Candidate-2019,30,,1st,33,0,Compulsory,Bangla-1st,,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_8_0c25e9c7,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Bangla-2nd SSC Candidate-2019,23,,2nd,33,0,Compulsory,Bangla-2nd,,Theory,70,,93,0,,0,23,10,0,
__export__.education_syllabus_9_56f0ef02,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,English-1st SSC Candidate-2019,0,,1st,33,0,Compulsory,English-1st,,Theory,100,,100,0,,0,33,0,0,
__export__.education_syllabus_10_e3b00f25,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,English-2nd SSC Candidate-2019,0,,2nd,33,0,Compulsory,English-2nd,,Theory,100,,100,0,,0,33,0,0,
__export__.education_syllabus_11_b0662423,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Mathematics SSC Candidate-2019,30,,,33,0,Compulsory,Mathematics,,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_12_9bd3abe9,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,ICT SSC Candidate-2019,25,,,16,25,Compulsory,ICT,,Theory,0,,50,0,,0,0,8,8,
__export__.education_syllabus_13_94cfc7de,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Rel & Moral EduSSC Candidate-2019,30,,,33,0,Compulsory,Rel & Moral Edu,,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_14_0606a801,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,education_core.division_data3,True,base.user_root,2019-03-13 17:24:44,Economics SSC Candidate-2019,30,,,33,0,Compulsory,Economics,,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_15_c792fded,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,education_core.division_data3,True,base.user_root,2019-03-13 17:24:44,HB & Glb CP.SSC Candidate-2019,30,,,33,0,Compulsory,HB & Glb CP.,,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_16_c2158308,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,education_core.division_data3,True,base.user_root,2019-03-13 17:24:44,GeographySSC Candidate-2019,30,,,33,0,Compulsory,Geography,,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_17_f5b590ee,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,education_core.division_data3,True,base.user_root,2019-03-13 17:24:44,Gen Science SSC Candidate-2019,30,,,33,0,Compulsory,Gen Science,,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_18_50dcd9b7,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,education_core.division_data3,True,base.user_root,2019-03-13 17:24:44,Home ScienceSSC Candidate-2019,0,,,0,0,Elective,Home Science,,Theory,0,,0,0,,0,0,0,0,
__export__.education_syllabus_19_c76e36ea,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,Extra,,False,base.user_root,2019-03-13 17:24:44,Phy. EducationSSC Candidate-2019,0,,,33,0,Compulsory,Phy. Education,,Theory,100,,100,0,,0,33,0,0,
__export__.education_syllabus_20_349a061e,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,Extra,,False,base.user_root,2019-03-13 17:24:44,Career Education SSC Candidate-2019,0,,,17,0,Compulsory,Career Education,,Theory,50,,50,0,,0,17,0,0,
__export__.education_syllabus_21_cbfe02fe,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,education_core.division_data1,True,base.user_root,2019-03-13 17:24:44,Bang & Global Int. SSC Candidate-2019,30,,,33,0,Compulsory,Bang & Global Int.,,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_22_f04560ce,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,education_core.division_data1,True,base.user_root,2019-03-13 17:24:44,Physics SSC Candidate-2019,25,,,33,25,Compulsory,Physics ,,Theory,50,,100,0,,0,17,8,8,
__export__.education_syllabus_23_3546ee68,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,education_core.division_data1,True,base.user_root,2019-03-13 17:24:44,ChemistrySSC Candidate-2019,25,,,33,25,Compulsory,Chemistry,,Theory,50,,100,0,,0,17,8,8,
__export__.education_syllabus_24_5032abc2,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,education_core.division_data1,True,base.user_root,2019-03-13 17:24:44,H. Math SSC Candidate-2019,25,,,33,25,Elective,H. Math,,Theory,50,,100,0,,0,17,8,8,
__export__.education_syllabus_25_1dbe6cc6,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,education_core.division_data1,True,base.user_root,2019-03-13 17:24:44,BiologySSC Candidate-2019,25,,,33,25,Elective,Biology,,Theory,50,,100,0,,0,17,8,8,
__export__.education_syllabus_25_4c3fde8c,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Arts & Crafts SSC-2019,15,,,33,25,Elective,Arts & Crafts,,Theory,60,,100,0,,0,20,5,8,
__export__.education_syllabus_26_a028e1be,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,education_core.division_data2,True,base.user_root,2019-03-13 17:24:44,Business Ent.SSC Candidate-2019,30,,,33,0,Elective,Business Ent.,,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_27_8b5ff735,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Accounting SSC-2019,30,,,33,0,Elective,Accounting,,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_28_a4dfd693,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_11_1f003666,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Finance SSC-2019,30,,,33,0,Elective,Finance,,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_29_5b13b7b8,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_1_d1a78863,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Bangla Class 1-2019,0,,,33,0,Compulsory,Bangla,,Theory,80,,100,20,,0,0,0,0,
__export__.education_syllabus_30_64206676,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_1_d1a78863,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,English Class 1-2019,0,,,0,0,Compulsory,English,,Theory,80,,100,20,,0,0,0,0,
__export__.education_syllabus_31_d3fad583,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_1_d1a78863,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Mathematics Class 1-2019,0,,,0,0,Compulsory,Mathematics,,Theory,80,,100,20,,0,0,0,0,
__export__.education_syllabus_32_3583a4b8,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_1_d1a78863,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Rel & Moral Edu Class 1-2019,0,,,50,0,Compulsory,Rel & Moral Edu,,Theory,80,,100,20,,10,40,0,0,
__export__.education_syllabus_33_9fe9f909,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_1_d1a78863,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Bang & Global Int. Class 1-2019,0,,,40,0,Compulsory,Bang & Global Int.,,Theory,80,,100,20,,10,30,0,0,
__export__.education_syllabus_34_eb3efa71,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_1_d1a78863,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Bangla Dictation Class 1-2019,0,,,17,0,Compulsory,Bangla Dictation,,Theory,50,,50,0,,0,17,0,0,
__export__.education_syllabus_35_9afad177,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_1_d1a78863,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,English Dictation Class 1-2019,0,,,17,0,Compulsory,English Dictation,,Theory,50,,50,0,,0,17,0,0,
__export__.education_syllabus_36_b6783239,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_1_d1a78863,base.user_root,2019-03-13 17:24:44,Extra,,False,base.user_root,2019-03-13 17:24:44,Arts & Crafts Class 1-2019,0,,,17,0,Compulsory,Arts & Crafts,,Theory,50,,50,0,,0,17,0,0,
__export__.education_syllabus_37_93253949,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_2_8a4446be,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Bangla Class 2-2019,0,,,40,0,Compulsory,Bangla,,Theory,80,,100,20,,10,30,0,0,
__export__.education_syllabus_38_4abfae0c,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_2_8a4446be,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,EnglishClass 2-2019,0,,,40,0,Compulsory,English,,Theory,80,,100,20,,10,30,0,0,
__export__.education_syllabus_39_982d0171,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_2_8a4446be,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Mathematics Class 2-2019,0,,,40,0,Compulsory,Mathematics,,Theory,80,,100,20,,10,30,0,0,
__export__.education_syllabus_40_db2dd6db,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_2_8a4446be,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Rel & Moral EduClass 2-2019,0,,,40,0,Compulsory,Rel & Moral Edu,,Theory,80,,100,20,,10,30,0,0,
__export__.education_syllabus_41_c6dad511,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_2_8a4446be,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Bang & Global Int.Class 2-2019,0,,,40,0,Compulsory,Bang & Global Int.,,Theory,80,,100,20,,10,30,0,0,
__export__.education_syllabus_42_25129ee6,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_2_8a4446be,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Bangla Dictation Class 2-2019,0,,,17,0,Compulsory,Bangla Dictation,,Theory,50,,50,0,,0,17,0,0,
__export__.education_syllabus_43_97432a8e,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_2_8a4446be,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,English Dictation Class 2-2019,0,,,17,0,Compulsory,English Dictation,,Theory,50,,50,0,,0,17,0,0,
__export__.education_syllabus_44_626c8bf0,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_2_8a4446be,base.user_root,2019-03-13 17:24:44,Extra,,False,base.user_root,2019-03-13 17:24:44,Arts & CraftsClass 2-2019,0,,,17,0,Compulsory,Arts & Crafts,,Theory,50,,50,0,,0,17,0,0,
__export__.education_syllabus_45_0ba59f24,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_3_710c85ee,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Bangla Class 3-2019,0,,,40,0,Compulsory,Bangla,,Theory,80,,100,20,,10,30,0,0,
__export__.education_syllabus_46_4872fabd,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_3_710c85ee,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,English Class 3-2019,0,,,40,0,Compulsory,English,,Theory,80,,100,20,,10,30,0,0,
__export__.education_syllabus_47_22bcd18f,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_3_710c85ee,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Mathematics Class 3-2019,0,,,40,0,Compulsory,Mathematics,,Theory,80,,100,20,,10,30,0,0,
__export__.education_syllabus_48_c2ad8253,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_3_710c85ee,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Rel & Moral Edu Class 3-2019,0,,,40,0,Compulsory,Rel & Moral Edu,,Theory,80,,100,20,,10,30,0,0,
__export__.education_syllabus_49_788087d9,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_3_710c85ee,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Bang & Global Int. Class 3-2019,0,,,40,0,Compulsory,Bang & Global Int.,,Theory,80,,100,20,,10,30,0,0,
__export__.education_syllabus_50_49a5c840,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_3_710c85ee,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Gen Science Class 3-2019,0,,,40,0,Compulsory,Gen Science,,Theory,80,,100,20,,10,30,0,0,
__export__.education_syllabus_51_667778c8,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_3_710c85ee,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Bangla Dictation Class 3-2019,0,,,17,0,Compulsory,Bangla Dictation,,Theory,50,,50,0,,0,17,0,0,
__export__.education_syllabus_52_2fcda724,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_3_710c85ee,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,English DictationClass 3-2019,0,,,17,0,Compulsory,English Dictation,,Theory,50,,50,0,,0,17,0,0,
__export__.education_syllabus_53_eafc3123,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_3_710c85ee,base.user_root,2019-03-13 17:24:44,Extra,,False,base.user_root,2019-03-13 17:24:44,General Knowledge Class 3-2019,0,,,17,0,Compulsory,Gen. Knowledge,,Theory,50,,50,0,,0,17,0,0,
__export__.education_syllabus_54_c0cbf5cc,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_3_710c85ee,base.user_root,2019-03-13 17:24:44,Extra,,False,base.user_root,2019-03-13 17:24:44,Phy. Education Class 3-2019,0,,,17,0,Compulsory,Phy. Education,,Theory,50,,50,0,,0,17,0,0,
__export__.education_syllabus_55_09490b89,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_3_710c85ee,base.user_root,2019-03-13 17:24:44,Extra,,False,base.user_root,2019-03-13 17:24:44,Arts & Crafts Class 3-2019,0,,,17,0,Compulsory,Arts & Crafts,,Theory,50,,50,0,,0,17,0,0,
__export__.education_syllabus_56_e8482c6e,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_4_0614aa18,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,BanglaClass 4-2019,0,,,40,0,Compulsory,Bangla,,Theory,80,,100,20,,10,30,0,0,
__export__.education_syllabus_57_f34539d0,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_4_0614aa18,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,EnglishClass 4-2019,0,,,40,0,Compulsory,English,,Theory,80,,100,20,,10,30,0,0,
__export__.education_syllabus_58_694edc40,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_4_0614aa18,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Mathematics Class 4-2019,0,,,40,0,Compulsory,Mathematics,,Theory,80,,100,20,,10,30,0,0,
__export__.education_syllabus_59_f530f6d5,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_4_0614aa18,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Rel & Moral Edu Class 4-2019,0,,,40,0,Compulsory,Rel & Moral Edu,,Theory,80,,100,20,,10,30,0,0,
__export__.education_syllabus_60_227f5f5b,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_4_0614aa18,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Bang & Global Int. Class 4-2019,0,,,40,0,Compulsory,Bang & Global Int.,,Theory,80,,100,20,,10,30,0,0,
__export__.education_syllabus_61_979a7220,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_4_0614aa18,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Gen Science Class 4-2019,0,,,40,0,Compulsory,Gen Science,,Theory,80,,100,20,,10,30,0,0,
__export__.education_syllabus_62_97ecd84b,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_4_0614aa18,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Bangla Dictation & Sp. Class 4-2019,0,,,17,0,Compulsory,Bangla Dictation & Sp.,,Theory,50,,50,0,,0,17,0,0,
__export__.education_syllabus_63_2aaa45b6,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_4_0614aa18,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,English Dictation & Sp. Class 4-2019,0,,,17,0,Compulsory,English Dictation & Sp.,,Theory,50,,50,0,,0,17,0,0,
__export__.education_syllabus_64_bb5517eb,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_4_0614aa18,base.user_root,2019-03-13 17:24:44,Extra,,False,base.user_root,2019-03-13 17:24:44,General Knowledge Class 4-2019,0,,,17,0,Compulsory,General Knowledge,,Theory,50,,50,0,,0,17,0,0,
__export__.education_syllabus_65_58f17b51,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_4_0614aa18,base.user_root,2019-03-13 17:24:44,Extra,,False,base.user_root,2019-03-13 17:24:44,Phy. Education Class 4-2019,0,,,17,0,Compulsory,Phy. Education,,Theory,50,,50,0,,0,17,0,0,
__export__.education_syllabus_66_8a1d37be,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_4_0614aa18,base.user_root,2019-03-13 17:24:44,Extra,,False,base.user_root,2019-03-13 17:24:44,Arts & CraftsClass 4-2019,0,,,17,0,Compulsory,Arts & Crafts,,Theory,50,,50,0,,0,17,0,0,
__export__.education_syllabus_67_84edcc13,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_5_3d299d3a,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Bangla Class 5-2019,0,,,41,0,Compulsory,Bangla,,Theory,100,,125,25,,8,33,0,0,
__export__.education_syllabus_68_28181dc6,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_5_3d299d3a,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,English Class 5-2019,0,,,41,0,Compulsory,English,,Theory,100,,125,25,,8,33,0,0,
__export__.education_syllabus_69_474caf4e,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_5_3d299d3a,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Mathematics Class 5-2019,0,,,41,0,Compulsory,Mathematics,,Theory,100,,125,25,,8,33,0,0,
__export__.education_syllabus_70_dd2b51fc,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_5_3d299d3a,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Rel & Moral EduClass 5-2019,0,,,41,0,Compulsory,Rel & Moral Edu,,Theory,100,,125,25,,8,33,0,0,
__export__.education_syllabus_71_63caf915,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_5_3d299d3a,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Bang & Global Int. Class 5-2019,0,,,41,0,Compulsory,Bang & Global Int.,,Theory,100,,125,25,,8,33,0,0,
__export__.education_syllabus_72_ef3228cd,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_5_3d299d3a,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Elementary Science Class 5-2019,0,,,41,0,Compulsory,Elementary Science,,Theory,100,,125,25,,8,33,0,0,
__export__.education_syllabus_73_bd361abc,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_6_83de9d6c,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Bangla-1st Class 6-2019,20,,1st ,33,0,Compulsory,Bangla-1st ,,Theory,60,,100,20,,6,20,7,0,
__export__.education_syllabus_74_d73cbbaf,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_6_83de9d6c,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Bangla-2nd Class 6-2019,20,,2nd,17,0,Compulsory,Bangla-2nd,,Theory,30,,50,0,,0,10,7,0,
__export__.education_syllabus_75_d95b2075,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_6_83de9d6c,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,English-1st Class 6-2019,0,,1st,0,0,Compulsory,English-1st,,Theory,80,,100,20,,0,0,0,0,
__export__.education_syllabus_76_dee074d4,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_6_83de9d6c,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,English-2nd Class 6-2019,0,,2nd,0,0,Compulsory,English-2nd,,Theory,50,,50,0,,0,0,0,0,
__export__.education_syllabus_77_292d73da,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_6_83de9d6c,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Mathematics Class 6-2019,20,,,33,0,Compulsory,Mathematics,,Theory,60,,100,20,,6,20,7,0,
__export__.education_syllabus_78_e0f58bcf,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_6_83de9d6c,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Rel & Moral Edu Class 6-2019,20,,,33,0,Compulsory,Rel & Moral Edu,,Theory,60,,100,20,,6,20,7,0,
__export__.education_syllabus_79_abfbf97d,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_6_83de9d6c,base.user_root,2019-03-13 17:24:44,General,,False,base.user_root,2019-03-13 17:24:44,Bang & Global Int. Class 6-2019,20,,,33,0,Compulsory,Bang & Global Int.,,Theory,60,,100,20,,6,20,7,0,
